,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Web Link
1004,Extreme Super Car Driving 3D,GAME,3.9,23104,48M,"1,000,000+",Free,0,Everyone,Racing,"August 5, 2015",2.2,2.3.3 and up,
1005,Fast Racing Car Simulator,GAME,3.8,8482,45M,"1,000,000+",Free,0,Everyone,Racing,"August 10, 2015",1.3,2.3.3 and up,https://play.google.com/store/apps/details?id=com.fast.racing.car.simulator
1006,Beach Head Shooting Assault,GAME,3.8,555,44M,"100,000+",Free,0,Teen,Action,"March 2, 2018",1.0,4.0 and up,
1007,Stickman Warriors Heroes 2,GAME,4.4,13714,41M,"1,000,000+",Free,0,Everyone 10+,Action,"April 15, 2017",1.0.4,4.0.3 and up,
1008,Dead Target Zombie Shooting US Sniper Killer Squad,GAME,4.3,240,65M,"50,000+",Free,0,Teen,Action,"October 3, 2017",1.0.2,4.0 and up,
1009,Dubai Racing,GAME,4.2,16237,23M,"500,000+",Free,0,Everyone,Racing,"December 23, 2015",1.9.1,2.3 and up,https://play.google.com/store/apps/details?id=com.offroadarcade.dubaioffroad
1010,WIZARD Card Game,GAME,4.0,48,4.1M,"1,000+",Paid,$1.99,Everyone,Card,"December 15, 2014",1.0.141215,2.1 and up,https://play.google.com/store/apps/details?id=ej.wizard.android
1011,Robot Fighting Games™ - Real Boxing Champions 3D,GAME,4.4,30,47M,"5,000+",Free,0,Everyone,Action,"July 2, 2018",1.1,4.1 and up,https://play.google.com/store/apps/details?id=com.next.action.games.robot.fighting.games.real.boxing.champions
1012,Ghost Hunting camera,GAME,3.5,3048,24M,"500,000+",Free,0,Teen,Action,"March 6, 2017",1.1,2.3 and up,
1013,Santa Panda Bubble Christmas,GAME,4.1,101,31M,"10,000+",Free,0,Everyone,Arcade,"March 14, 2017",1.5,4.0 and up,
1014,Racing Moto,GAME,4.3,697805,7.4M,"50,000,000+",Free,0,Everyone,Racing,"July 3, 2018",1.2.13,3.0 and up,https://play.google.com/store/apps/details?id=com.zuuks.racing.moto.traffic
1015,Train Racing Games 3D 2 Player,GAME,4.3,192374,56M,"10,000,000+",Free,0,Everyone,Racing,"January 9, 2018",Varies with device,5.0 and up,https://play.google.com/store/apps/details?id=com.mtsfreegames.trainracingmultiplayer
1016,Adivina el cantante de Trap y Reggaeton,GAME,4.5,1914,24M,"100,000+",Free,0,Everyone,Trivia,"June 29, 2018",3.6.7z,4.0.3 and up,
1017,Fernanfloo,GAME,4.8,526595,49M,"10,000,000+",Free,0,Everyone 10+,Arcade,"June 26, 2018",2.9,4.0.3 and up,https://play.google.com/store/apps/details?id=go.fernanfloo
1018,Adivina el Emoji,GAME,,2536,32M,"100,000+",Free,0,Everyone,Trivia,"October 2, 2016",1.00,4.0.3 and up,https://play.google.com/store/apps/details?id=com.namugames.guesstheemojiquizes
1019,The Game of Life,GAME,4.4,18652,63M,"100,000+",Paid,$2.99,Everyone,Board,"July 4, 2018",2.1.2,4.4 and up,https://play.google.com/store/apps/details?id=com.marmalade.golmobile
1020,Red Hands – 2-Player Games,GAME,4.2,93608,Varies with device,"10,000,000+",Free,0,Everyone,Action,"February 9, 2018",Varies with device,Varies with device,https://play.google.com/store/apps/details?id=com.redhands.twoplayergames
1021,Get 'Em,GAME,4.1,7904,21M,"500,000+",Free,0,Everyone 10+,Action,"October 26, 2016",1.6.7,4.0.3 and up,
1022,Live Hold’em Pro Poker - Free Casino Games,GAME,4.6,1123190,Varies with device,"10,000,000+",Free,0,Teen,Card,"August 7, 2018",Varies with device,Varies with device,https://play.google.com/store/apps/details?id=com.dragonplay.liveholdempro
1023,Beach Shoot Em Up: Head Hunter,GAME,4.4,1218,15M,"500,000+",Free,0,Everyone 10+,Action,"March 6, 2018",1.0.9,2.3 and up,
1024,Stick 'Em Up 2 Starter Edition,GAME,3.8,2102,40M,"100,000+",Free,0,Everyone 10+,Action,"September 11, 2015",1.1.3,4.0.3 and up,
1025,Shoot`Em Down: Shooting game,GAME,3.9,7972,88M,"500,000+",Free,0,Teen,Action,"August 12, 2017",56,4.1 and up,
1026,Texas Hold’em Poker + | Social,GAME,3.5,4416,59M,"500,000+",Free,0,Teen,Casino,"January 18, 2017",2.1.7,4.0.3 and up,https://play.google.com/store/apps/details?id=com.boqugames.poker
1027,PlayTexas Hold'em Poker Free,GAME,3.8,3543,Varies with device,"1,000,000+",Free,0,Teen,Card,"March 10, 2018",Varies with device,Varies with device,https://play.google.com/store/apps/details?id=com.gemego.playtexasfree
1028,HAWK – Force of an Arcade Shooter. Shoot 'em up,GAME,4.6,190274,46M,"5,000,000+",Free,0,Everyone,Arcade,"July 9, 2018",Varies with device,4.1 and up,
1029,Texas Hold'em Poker,GAME,3.6,12846,14M,"1,000,000+",Free,0,Teen,Casino,"December 29, 2017",3.3,4.1 and up,https://play.google.com/store/apps/details?id=com.fruitgames.texaspoker
1030,Poker Equity Calculator Pro for No Limit Hold'em,GAME,4.0,21,14M,"5,000+",Paid,$0.99,Everyone,Card,"September 10, 2017",1.3,5.0 and up,
1031,Poker Live! 3D Texas Hold'em,GAME,4.3,6143,37M,"100,000+",Free,0,Teen,Casino,"July 25, 2018",Varies with device,4.0.3 and up,https://play.google.com/store/apps/details?id=com.octro.pokerlive
1032,Fun Texas Hold'em Poker,GAME,4.5,32831,24M,"500,000+",Free,0,Teen,Casino,"May 12, 2017",17.05.11,4.0.3 and up,https://play.google.com/store/apps/details?id=com.luckystargame.texaspoker
1033,Dragonplay™ Poker Texas Holdem,GAME,4.5,197979,Varies with device,"1,000,000+",Free,0,Teen,Card,"August 7, 2018",Varies with device,Varies with device,
1034,Punch em,GAME,4.1,2208,4.4M,"500,000+",Free,0,Everyone,Arcade,"May 24, 2018",2.0.8,4.1 and up,
1035,Zynga Poker – Texas Holdem,GAME,4.4,1986068,52M,"50,000,000+",Free,0,Teen,Casino,"July 25, 2018",21.54,4.1 and up,
1036,Boyaa Poker (En) – Social Texas Hold’em,GAME,4.3,71468,51M,"1,000,000+",Free,0,Teen,Card,"June 12, 2018",5.8.0,4.1 and up,
1037,World Series of Poker – WSOP Free Texas Holdem,GAME,4.5,910051,76M,"10,000,000+",Free,0,Teen,Card,"August 2, 2018",5.11.0,4.1 and up,
1038,Texas Holdem Poker Pro,GAME,4.5,114479,26M,"5,000,000+",Free,0,Teen,Card,"December 20, 2017",4.7.0,3.0 and up,https://play.google.com/store/apps/details?id=com.geaxgame.pokerkingpro
1039,Rage Fight of Streets - Beat Em Up Game,GAME,4.3,1489,67M,"100,000+",Free,0,Teen,Action,"May 13, 2018",Varies with device,4.1 and up,
1040,HANGAME Casino - Baccarat & Texas Hold'em,GAME,4.1,8608,46M,"500,000+",Free,0,Teen,Casino,"May 17, 2018",1.4.5,4.1 and up,
1041,PokerStars Play: Free Texas Holdem Poker Game,GAME,4.6,14989,78M,"500,000+",Free,0,Teen,Card,"July 6, 2018",1.9.2,4.0.3 and up,
1042,Texas Holdem Poker,GAME,4.0,127831,26M,"10,000,000+",Free,0,Teen,Card,"December 20, 2017",4.7.0,3.0 and up,https://play.google.com/store/apps/details?id=com.pvella.holdem
1043,Big Fish Casino – Play Slots & Vegas Games,GAME,4.4,382100,Varies with device,"10,000,000+",Free,0,Teen,Casino,"July 11, 2018",Varies with device,Varies with device,
1044,TRANSFORMERS: Forged to Fight,GAME,4.6,291941,90M,"10,000,000+",Free,0,Everyone 10+,Action,"July 27, 2018",6.3.2,4.0.3 and up,https://play.google.com/store/apps/details?id=com.kabam.bigrobot
1045,Texas Holdem & Omaha Poker: Pokerist,GAME,4.3,187200,28M,"10,000,000+",Free,0,Teen,Card,"July 31, 2018",18.4.0,4.1 and up,
1046,Governor of Poker 2 - OFFLINE POKER GAME,GAME,4.3,246538,60M,"5,000,000+",Free,0,Teen,Card,"March 6, 2018",3.0.8,2.3 and up,https://play.google.com/store/apps/details?id=air.com.youdagames.google.ww.gop2MobileFree
1047,Squadron - Bullet Hell Shooter,GAME,4.2,177542,40M,"10,000,000+",Free,0,Everyone,Arcade,"May 2, 2016",1.0.7,2.3 and up,https://play.google.com/store/apps/details?id=com.magmamobile.game.Squadron
1048,Words With Friends – Play Free,GAME,4.3,711719,Varies with device,"10,000,000+",Free,0,Everyone,Word,"July 11, 2018",Varies with device,Varies with device,
1049,Classic Words Solo,GAME,4.4,135739,Varies with device,"5,000,000+",Free,0,Everyone,Word,"August 7, 2018",Varies with device,Varies with device,https://play.google.com/store/apps/details?id=com.lulo.scrabble.classicwords
1050,Chess Free,GAME,4.5,1375988,15M,"50,000,000+",Free,0,Everyone,Board,"June 7, 2018",2.72,4.1 and up,https://play.google.com/store/apps/details?id=game.android.chess
1051,Sports Car Driving Simulator 2018,GAME,4.3,2178,57M,"500,000+",Free,0,Everyone,Racing,"March 28, 2018",1.1,4.1 and up,
1052,The Great Wobo Escape Ep. 1,GAME,4.2,5449,20M,"500,000+",Free,0,Everyone 10+,Action,"September 13, 2016",1.0.3386,4.1 and up,
1053,The Visitor: Ep.2 - Sleepover Slaughter,GAME,4.3,5731,31M,"1,000,000+",Free,0,Mature 17+,Adventure,"January 2, 2018",1.1.5,4.1 and up,
1054,Superbrothers Sword & Sworcery,GAME,4.4,11023,16M,"100,000+",Paid,$3.99,Teen,Adventure,"January 26, 2018",1.0.20,2.3 and up,https://play.google.com/store/apps/details?id=com.capybaragames.sworcery
1055,The Visitor: Ep.1 - Kitty Cat Carnage,GAME,4.4,3017,39M,"500,000+",Free,0,Mature 17+,Adventure,"January 2, 2018",1.3.7,4.3 and up,
1056,Dr.Slender Ep 1 Guide (Eng),GAME,4.0,454,27M,"10,000+",Free,0,Teen,Arcade,"December 2, 2014",1.0,2.3 and up,
1057,Decay: The Mare - Ep.1 (Trial),GAME,3.6,5291,7.2M,"100,000+",Free,0,Teen,Adventure,"May 24, 2014",2.0,2.2 and up,
1058,EP Gem Hunter,GAME,4.6,79,31M,"1,000+",Free,0,Everyone 10+,Action,"January 17, 2016",1.1.0,2.3 and up,
1059,Gate Of Death Ep: 1,GAME,4.4,7,34M,100+,Free,0,Everyone,Adventure,"October 7, 2016",1.1,2.3 and up,
1060,Sonic 4™ Episode I,GAME,3.7,8014,37M,"100,000+",Paid,$2.99,Everyone,Arcade,"April 4, 2016",1.5.0,2.2 and up,https://play.google.com/store/apps/details?id=com.sega.sonic4epi
1061,Oggy,GAME,4.5,49971,61M,"5,000,000+",Free,0,Everyone,Arcade,"August 29, 2017",1.3.1,4.0.3 and up,
1062,Invasion: Defend EU,GAME,,7,20M,50+,Free,0,Everyone,Arcade,"December 8, 2017",1.0.|,2.3 and up,
1063,R-EU-READY,GAME,4.1,13,16M,500+,Free,0,Everyone,Trivia,"March 2, 2016",1.5,2.2 and up,
1064,Speed Racing Ultimate 2,GAME,4.1,66894,Varies with device,"1,000,000+",Free,0,Everyone 10+,Racing,"July 21, 2018",Varies with device,Varies with device,https://play.google.com/store/apps/details?id=eu.dreamup.speedracingultimate2free
1065,Countries of the European Union (Quiz),GAME,,11,7.0M,100+,Free,0,Everyone,Trivia,"February 3, 2018",1.3,5.0 and up,
1066,I Know Stuff,GAME,4.2,214923,Varies with device,"5,000,000+",Free,0,Everyone,Trivia,"July 31, 2018",9.1.3,4.1 and up,
1067,Water Surfer Racing In Moto,GAME,4.3,2233,36M,"1,000,000+",Free,0,Everyone,Racing,"February 28, 2018",1.1,2.3 and up,https://play.google.com/store/apps/details?id=com.zoo.waterracing.drive.motorbike.surfing.apps
1068,"Ew, the small alien",GAME,,5,Varies with device,10+,Free,0,Everyone,Adventure,"January 21, 2017",Varies with device,2.3 and up,
1069,Rescue Robots Survival Games,GAME,4.0,27557,69M,"5,000,000+",Free,0,Teen,Action,"July 6, 2018",F2i,4.1 and up,
1070,Bike Race - Bike Blast Rush,GAME,4.4,83891,48M,"10,000,000+",Free,0,Everyone,Action,"July 19, 2018",3.1,4.0 and up,
1071,ETERNITY WARRIORS 2,GAME,4.6,568391,5.2M,"5,000,000+",Free,0,Teen,Action,"July 1, 2014",4.3.1,2.1 and up,
1072,An Elite Warrior Ex,GAME,4.7,15,93M,100+,Paid,$0.99,Everyone,Adventure,"November 21, 2016",1.59,4.0.3 and up,
1073,Snes9x EX+,GAME,4.4,70351,Varies with device,"5,000,000+",Free,0,Everyone,Arcade,"March 3, 2018",Varies with device,Varies with device,https://play.google.com/store/apps/details?id=com.explusalpha.Snes9xPlus
1074,Virtual Dice EX,GAME,4.3,40,3.6M,"5,000+",Free,0,Everyone,Board,"March 15, 2016",2.8,3.0 and up,
1075,Eyes - The Scary Horror Game Adventure,GAME,4.4,499483,99M,"10,000,000+",Free,0,Teen,Adventure,"August 2, 2018",5.6.14,4.1 and up,
1076,Sudoku Master,GAME,4.4,58387,3.3M,"1,000,000+",Free,0,Everyone,Word,"December 13, 2013",1.1.2,2.1 and up,https://play.google.com/store/apps/details?id=com.sudoku.master
1077,Jungle Monkey Run,GAME,4.4,54082,21M,"10,000,000+",Free,0,Everyone,Adventure,"July 11, 2018",1.6.8,4.0.3 and up,https://play.google.com/store/apps/details?id=com.JUNGLEMONKE.RUN3D
1078,Ez Mirror Match,GAME,4.4,3344,36M,"500,000+",Free,0,Everyone,Arcade,"January 3, 2018",2.1,4.0 and up,
1079,CNY Slots : Gong Xi Fa Cai 发财机,GAME,3.6,33,71M,"5,000+",Free,0,Teen,Casino,"June 6, 2017",1.2,4.0.3 and up,
1080,Golden HoYeah Slots - Real Casino Slots,GAME,4.4,201537,68M,"5,000,000+",Free,0,Teen,Casino,"August 1, 2018",2.1.7,4.0.3 and up,
1081,FaFaFa™ Gold Casino: Free slot machines,GAME,4.3,11051,44M,"1,000,000+",Free,0,Teen,Casino,"June 25, 2018",1.9.58,4.0.3 and up,https://play.google.com/store/apps/details?id=com.productmadness.fafafagold
1082,Heart of Vegas™ Slots – Free Slot Casino Games,GAME,4.5,264282,48M,"10,000,000+",Free,0,Teen,Casino,"July 12, 2018",3.10.43,4.0.3 and up,
1083,Galaxian(FC),GAME,4.5,2,7.8M,100+,Paid,$1.99,Everyone,Arcade,"November 13, 2015",1.0,2.3 and up,
1084,Garena Free Fire,GAME,4.5,5534114,53M,"100,000,000+",Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,
1085,FG SPINNER,GAME,,2,36M,10+,Free,0,Everyone,Board,"April 6, 2018",0.90,4.0.3 and up,
1086,BROTHER IN WARS: GUNNER CITY WARLORDS,GAME,4.3,8649,39M,"1,000,000+",Free,0,Teen,Action,"July 26, 2018",1.0.3,4.2 and up,
1087,Angry Birds Space HD,GAME,4.5,43645,46M,"5,000,000+",Free,0,Everyone,Arcade,"May 25, 2018",2.2.13,4.1 and up,
1088,Police Car Driver,GAME,3.8,83671,30M,"10,000,000+",Free,0,Everyone 10+,Racing,"May 4, 2018",9,4.1 and up,https://play.google.com/store/apps/details?id=com.ips.crazypolicecardriver3D
1089,Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164,17M,"10,000+",Free,0,Everyone,Action,"August 23, 2017",1.0,2.3 and up,
1090,Moto Fighter 3D,GAME,3.9,85410,39M,"10,000,000+",Free,0,Everyone 10+,Racing,"September 20, 2017",20170920,4.1 and up,https://play.google.com/store/apps/details?id=com.nullapp.racer.motofighter3d
1091,BMX Boy,GAME,4.2,839206,12M,"50,000,000+",Free,0,Everyone,Racing,"September 20, 2017",1.16.33,4.1 and up,https://play.google.com/store/apps/details?id=com.game.BMX_Boy
1092,Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20364,45M,"5,000,000+",Free,0,Everyone,Racing,"July 12, 2018",1.2.1,4.1 and up,
1093,Fields of Battle,GAME,4.1,71476,50M,"1,000,000+",Free,0,Everyone 10+,Action,"April 21, 2018",2.14,4.0 and up,https://play.google.com/store/apps/details?id=com.superxstudios.fob
1094,Family Guy The Quest for Stuff,GAME,4.0,995002,Varies with device,"10,000,000+",Free,0,Mature 17+,Adventure,"July 25, 2018",1.73.0,4.1 and up,https://play.google.com/store/apps/details?id=com.tinyco.familyguy
1095,Toy Attack,GAME,4.2,3878,69M,"500,000+",Free,0,Everyone,Action,"April 4, 2018",1.9,4.0.3 and up,
1096,SnowMobile Parking Adventure,GAME,3.6,12257,49M,"1,000,000+",Free,0,Everyone,Racing,"September 9, 2016",1.4,2.3 and up,
1097,Zombie Sniper 3D III,GAME,3.9,8122,23M,"500,000+",Free,0,Mature 17+,Action,"February 28, 2017",1.8,2.3 and up,
1098,Shoot Hunter-Gun Killer,GAME,4.3,320334,27M,"50,000,000+",Free,0,Teen,Action,"August 8, 2018",1.1.2,4.1 and up,https://play.google.com/store/apps/details?id=com.ray3d.shootsniper
1099,Fast Motorcycle Driver 2016,GAME,4.2,28151,49M,"1,000,000+",Free,0,Everyone 10+,Racing,"December 25, 2016",1.2,2.3.3 and up,
1100,Forgotten Hill: Fall,GAME,4.4,1063,18M,"50,000+",Free,0,Teen,Adventure,"October 30, 2017",1.7,3.0 and up,https://play.google.com/store/apps/details?id=net.fmstudio.forgottenhill
1101,Forgotten Hill Mementoes,GAME,4.6,2027,56M,"100,000+",Free,0,Teen,Adventure,"March 19, 2018",1.5,4.1 and up,https://play.google.com/store/apps/details?id=net.fmstudio.forgottenhillmementoes
1102,Forgotten Hill: Surgery,GAME,4.5,2431,24M,"100,000+",Free,0,Teen,Adventure,"November 3, 2017",1.4,3.0 and up,https://play.google.com/store/apps/details?id=net.fmstudio.forgottenhillsurgery
1103,Forgotten Hill: Puppeteer,GAME,4.5,2917,22M,"100,000+",Free,0,Teen,Adventure,"October 30, 2017",2.6,2.3 and up,https://play.google.com/store/apps/details?id=net.fmstudio.forgottenhillpuppeteer
1104,"FJ Final Join , Circles Game",GAME,4.7,32,24M,"1,000+",Free,0,Teen,Arcade,"July 11, 2018",0.24,4.3 and up,
1105,Offroad drive : 4x4 driving game,GAME,3.5,2071,36M,"100,000+",Free,0,Everyone,Racing,"June 29, 2018",1.0.3,4.1 and up,
1106,Rope Hero: Vice Town,GAME,4.4,452589,99M,"10,000,000+",Free,0,Mature 17+,Action,"July 1, 2018",2.2,4.0 and up,https://play.google.com/store/apps/details?id=com.mgc.RopeHero.ViceTown
1107,Drive 4x4 Luxury SUV Jeep,GAME,4.2,2183,46M,"500,000+",Free,0,Everyone,Racing,"July 10, 2018",1.12,2.3 and up,
1108,Motocross Mayhem,GAME,3.8,35171,45M,"1,000,000+",Free,0,Everyone,Racing,"February 11, 2014",1.2,2.3 and up,
1109,Dino Defends king 3 – Dinosaur T rex Hunter Games,GAME,3.6,182,41M,"50,000+",Free,0,Teen,Adventure,"March 1, 2018",2.1,4.1 and up,
1110,Block Gun 3D: Haunted Hollow,GAME,3.8,16282,35M,"1,000,000+",Free,0,Teen,Action,"October 9, 2017",1.1.4,2.3 and up,https://play.google.com/store/apps/details?id=com.wizardgames.bg3dhh
1111,Navy Gunner Shoot War 3D,GAME,4.0,103199,44M,"10,000,000+",Free,0,Teen,Action,"August 2, 2018",1.0.7.8,4.2 and up,
1112,Drift Legends,GAME,4.2,33788,27M,"1,000,000+",Free,0,Everyone,Racing,"March 29, 2018",1.8.5,4.1 and up,
1113,FK (FlightKid),GAME,,2,22M,10+,Free,0,Everyone,Action,"March 3, 2016",1.0,4.0 and up,
1114,Toy Truck Rally 3D,GAME,4.0,301895,25M,"50,000,000+",Free,0,Everyone,Racing,"May 23, 2018",1.4.4,4.1 and up,https://play.google.com/store/apps/details?id=com.integer3d.toytruckrally
1115,PRO MX MOTOCROSS 2,GAME,3.8,25275,21M,"5,000,000+",Free,0,Everyone,Racing,"August 11, 2017",1.10,2.3 and up,https://play.google.com/store/apps/details?id=com.studyhallentertainment.proMX2
1116,FRONTLINE COMMANDO,GAME,4.4,1351833,12M,"10,000,000+",Free,0,Teen,Action,"October 28, 2013",3.0.3,2.1 and up,
1117,Gun Builder ELITE,GAME,4.1,88941,34M,"1,000,000+",Free,0,Teen,Action,"July 26, 2016",3.1.7,4.0 and up,
1118,Magnum 3.0 Gun Custom SImulator,GAME,4.5,16815,59M,"1,000,000+",Free,0,Teen,Action,"August 4, 2018",1.0404,4.0.3 and up,
1119,Solitaire+,GAME,4.6,11235,Varies with device,"100,000+",Paid,$2.99,Everyone,Card,"July 30, 2018",Varies with device,Varies with device,https://play.google.com/store/apps/details?id=com.astarsoftware.solitaire
1120,Fruit Ninja Classic,GAME,4.3,85468,36M,"1,000,000+",Paid,$0.99,Everyone,Arcade,"June 8, 2018",2.4.1.485300,4.0.3 and up,https://play.google.com/store/apps/details?id=com.halfbrick.fruitninja
1121,Gun Club Armory,GAME,4.2,55014,28M,"1,000,000+",Free,0,Teen,Action,"December 4, 2017",1.2.6,4.1 and up,https://play.google.com/store/apps/details?id=com.nextgenreality.gunclubarmory
1122,Armed Cam Gun Pack,GAME,4.2,1012,50M,"10,000+",Free,0,Teen,Action,"January 18, 2015",1.0.2,3.0 and up,
1123,Mu.F.O.,GAME,5.0,2,16M,1+,Paid,$0.99,Everyone,Arcade,"March 3, 2017",1.0,2.3 and up,
1124,Fo Fo Fish,GAME,3.4,5,21M,50+,Free,0,Everyone,Arcade,"August 25, 2015",1.0,2.3 and up,
1125,4x4 Jeep Racer,GAME,4.1,7279,54M,"1,000,000+",Free,0,Everyone,Racing,"March 9, 2018",1.5,4.0 and up,
1126,Frontline Terrorist Battle Shoot: Free FPS Shooter,GAME,4.2,9183,49M,"1,000,000+",Free,0,Mature 17+,Action,"June 22, 2018",1.1,4.4 and up,
1127,Mad Dash Fo' Cash,GAME,5.0,14,16M,100+,Free,0,Everyone,Arcade,"June 19, 2017",2.5a,4.1 and up,
1128,Race Manager FP,GAME,3.8,196,11M,"5,000+",Free,0,Everyone,Racing,"November 3, 2014",2.1,2.2 and up,
1129,FP Runner,GAME,3.7,38,29M,"1,000+",Free,0,Everyone,Arcade,"June 29, 2016",1.12,3.1 and up,
1130,Modern Counter Terrorist FPS Shoot,GAME,4.0,795,41M,"100,000+",Free,0,Teen,Action,"August 29, 2017",1.2,2.3 and up,
1131,Monster Ride Pro,GAME,5.0,1,24M,10+,Free,0,Everyone,Racing,"March 5, 2018",2.0,2.3 and up,
1132,BEBONCOOL GAMEPAD V1.0,GAME,3.9,404,2.2M,"100,000+",Free,0,Everyone,Arcade,"August 30, 2017",1.2,4.0 and up,https://play.google.com/store/apps/details?id=com.bebooncool.gamepad
1133,Modern Strike Online,GAME,4.3,834117,44M,"10,000,000+",Free,0,Teen,Action,"July 30, 2018",1.25.4,4.1 and up,
1134,Trine 2: Complete Story,GAME,3.8,252,11M,"10,000+",Paid,$16.99,Teen,Action,"February 27, 2015",2.22,5.0 and up,
1135,Modern Counter Terror Attack – Shooting Game,GAME,4.2,340,72M,"50,000+",Free,0,Mature 17+,Action,"October 27, 2017",1.0,4.1 and up,
1136,Big Hunter,GAME,4.3,245455,84M,"10,000,000+",Free,0,Everyone 10+,Action,"May 31, 2018",2.8.6,4.0 and up,https://play.google.com/store/apps/details?id=com.kakarod.bighunter
1137,Modern Counter Global Strike 3D,GAME,4.1,297,48M,"50,000+",Free,0,Teen,Action,"March 28, 2018",1.2,4.1 and up,
1138,Modern Counter Global Strike 3D V2,GAME,4.0,368,48M,"50,000+",Free,0,Everyone 10+,Action,"March 28, 2018",1.7,4.1 and up,
1139,Winter Wonderland,GAME,4.0,1287,38M,"50,000+",Free,0,Everyone,Word,"December 18, 2013",1.0,2.2 and up,
1140,Soccer Clubs Logo Quiz,GAME,4.2,21661,16M,"1,000,000+",Free,0,Everyone,Trivia,"May 24, 2018",1.3.81,4.0 and up,https://play.google.com/store/apps/details?id=com.footballlogo.guesscharacterapp
1141,Sid Story,GAME,4.4,28510,78M,"500,000+",Free,0,Teen,Card,"August 1, 2018",2.6.6,4.0.3 and up,
1142,Fatal Raid - No.1 Mobile FPS,GAME,4.3,56496,81M,"1,000,000+",Free,0,Teen,Action,"August 7, 2018",1.5.447,4.0 and up,
1143,Poker Pro.Fr,GAME,4.2,5442,17M,"100,000+",Free,0,Teen,Card,"May 22, 2018",4.1.3,2.3 and up,https://play.google.com/store/apps/details?id=air.com.coalaa.itexasfr
